"MGS"	"meanTE.IBDHC"	"stdevTE.IBDHC"	"IBDHC"	"meanTE.CDHC"	"stdevTE.CDHC"	"CDHC"	"meanTE.UCHC"	"stdevTE.UCHC"	"UCHC"	"meanTE.CDUC"	"stdevTE.CDUC"	"CDUC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor sp900066565;MGS.463"	4.37543015943107	0.0719392422074382	"robust"	4.64410131074096	0.107455687420069	"robust"	3.8397710534052	0.113645148244622	"robust"	1.18561771998566	0.083038449235386	"variable"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus;Frisingicoccus sp900549105;MGS.869"	6.98591185457867e-16	6.67675697143576e-17	"non-sig"	1.60728351277429e-15	1.00620991980915e-15	"non-sig"	-3.58855241764048e-15	9.30395630013063e-16	"non-sig"	0.0164062411638321	0.00744126136349042	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;MGS.1304"	0.854034532042175	0.0281203483035807	"non-sig"	0.695765078025437	0.0371803854277776	"non-sig"	1.237569920367	0.028168429704643	"variable"	-0.426790411094828	0.070249149164616	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;MGS.1513"	1.14591577522537	0.0692182509430911	"non-sig"	0.590796834075439	0.0689818173172267	"non-sig"	1.25703919789141	0.114392963469177	"non-sig"	-0.739496003593992	0.14599681787395	"variable"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900552925;MGS.997"	7.21236403426497e-15	4.72927226133438e-15	"non-sig"	9.93327167200616e-16	8.1565278291154e-31	"non-sig"	-0.428119681246624	0.0385281756952511	"variable"	0.357130388224629	0.0515363282973435	"variable"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540775;MGS.1504"	5.04587294377039	0.0703850792991871	"robust"	5.13128727318331	0.0719481894775597	"robust"	5.2255985634526	0.0594927067223673	"robust"	-0.0450200671286701	0.0959676626177093	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum;MGS.283"	-2.71752019681619e-10	1.21519007317732e-09	"non-sig"	1.9360972760838e-05	1.754594542566e-05	"non-sig"	-0.265485614190715	0.0125994955214482	"non-sig"	0.441071073184773	0.0475625578703748	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;RUG115;RUG115 sp900066395;MGS.785"	2.0404152203294	0.083606458413662	"robust"	2.26006567045171	0.137099198446163	"robust"	2.25749210899488	0.160788645773353	"robust"	0.544229944642753	0.117548196502061	"variable"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus paragasseri;MGS.1480"	-0.0815367946189298	0.128118509549053	"non-sig"	-0.372842918520423	0.0449779728241404	"non-sig"	-0.0599936568531956	0.0951862204740911	"non-sig"	-0.297579198538209	0.0641594294395445	"non-sig"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus rhamnosus;MGS.769"	1.72842934257235e-15	1.66933613501486e-15	"non-sig"	1.90943526528247e-15	2.69159431786597e-15	"non-sig"	-4.63960395263666e-06	1.05598331599936e-05	"non-sig"	-0.0308086027703835	0.0434733850029731	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-382;Woodwardibium;Woodwardibium gallinarum;MGS.1062"	7.38774944787662e-15	6.83580136421991e-15	"non-sig"	6.6763784761066e-06	8.86275336127587e-06	"non-sig"	5.27900433571666e-15	9.96100670479009e-15	"non-sig"	9.0962236900304e-10	2.69579389489028e-09	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Merdisoma;Merdisoma faecalis;MGS.1316"	-8.95062795664013e-07	2.57258533306503e-06	"non-sig"	-0.0022490850145954	0.00463392957622827	"non-sig"	-0.032778447277104	0.0515464739912328	"non-sig"	0.0114573366002843	0.0202754989754228	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-83;CAG-83 sp000435555;MGS.961"	3.08634419587669	0.0380469389327866	"robust"	2.8289611643547	0.0683587870039285	"robust"	3.52026767067551	0.0464015636751697	"robust"	-0.296434860743703	0.0394884589327631	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-115;CAG-115 sp003531585;MGS.59"	1.56180388266244	0.0395231704200064	"robust"	1.48761538822124	0.0532357992851682	"robust"	1.83115606091876	0.0423663025432043	"robust"	0.24002189056704	0.037620051359777	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540595;MGS.1021"	1.55744351294781e-08	2.55781542704819e-08	"non-sig"	3.53738407760902e-16	1.73851083199832e-15	"non-sig"	2.67500897438531e-09	6.07471549600621e-09	"non-sig"	0.0216723073193689	0.0290801228279955	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp000436035;MGS.924"	2.21164586145921	0.0463479926726346	"robust"	2.55306283090987	0.035012639773538	"robust"	1.88383988417736	0.0586201043836879	"non-sig"	0.389704973879632	0.121765907869146	"non-sig"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000185285;MGS.858"	-7.2897907413293e-05	4.5335767379121e-05	"non-sig"	-7.85759862173305e-06	6.86968422427521e-06	"non-sig"	-4.15681916288467e-09	1.45091727156275e-08	"non-sig"	0.00798807743585632	0.00965110023467665	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;MGS.975"	3.14701471456237	0.0845800402137264	"robust"	2.72851983204523	0.0604138501918706	"robust"	2.82046537370478	0.131444011173037	"variable"	1.19847622881887	0.108271768299571	"variable"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia sp001304935;MGS.988"	-0.576457534893881	0.0438632539083406	"variable"	-0.848482117864825	0.0668144382214298	"variable"	-0.332373925510112	0.0510053617110257	"non-sig"	-0.151355134648833	0.0283969729462475	"non-sig"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Rubneribacter;Rubneribacter badeniensis;MGS.500"	-3.98296232768557e-09	8.8834046208121e-10	"non-sig"	-1.47815051932235e-10	2.79884903692205e-11	"non-sig"	-3.79312078653714e-15	1.39032694923543e-15	"non-sig"	1.64444787979955e-15	2.69307419920728e-15	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp905200545;MGS.864"	-3.46910176402228e-09	7.69794235021605e-09	"non-sig"	1.41961673245673e-05	3.22013072403698e-06	"non-sig"	-1.08394333584528e-08	1.73618349885211e-08	"non-sig"	9.06487509063913e-09	1.62869761940895e-08	"non-sig"
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus_D;Haemophilus_D pittmaniae;MGS.832"	-0.651199344614031	0.0614810896537004	"non-sig"	-0.394611572419497	0.0600280444670774	"non-sig"	-0.754863849411608	0.104783345169575	"non-sig"	-0.12362262659102	0.0821614305808888	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus sp900066115;MGS.1429"	2.24795680352198	0.0948979869868184	"robust"	2.71458757334181	0.119412815579367	"robust"	1.96092716926825	0.0989131211136127	"non-sig"	0.34553891808426	0.0480477017103236	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp900546295;MGS.1531"	2.60439948973444e-10	1.45750991408477e-15	"non-sig"	5.10792117837807e-08	2.40934958141258e-15	"non-sig"	2.05444062515557e-11	2.26345760258714e-15	"non-sig"	-2.02504825126906e-16	1.71844265703661e-15	"non-sig"
"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium_A;Fusobacterium_A ulcerans;MGS.980"	-2.37071420078908e-15	6.81313298461477e-30	"non-sig"	-4.45682331504439e-15	1.61990356579502e-15	"non-sig"	-4.1498017772691e-16	9.5980276596899e-16	"non-sig"	2.46534996917681e-15	2.65676458098628e-15	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Anaeromassilibacillus;Anaeromassilibacillus stercoravium;MGS.318"	-0.331667336553597	0.0410555680731318	"non-sig"	-0.11737717822757	0.00881096074475729	"non-sig"	-0.527526941255225	0.0705654017711052	"non-sig"	0.326069219984434	0.0836354114956551	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-882;CAG-882 sp003486385;MGS.478"	0.601557830100174	0.0591960341707581	"robust"	0.624917913410974	0.081316151209948	"robust"	0.491432865586051	0.0837964556495649	"variable"	-0.0183997385945919	0.0169419342622809	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter stercoravium;MGS.926"	7.21645360623589e-16	4.63615867314876e-31	"non-sig"	-1.49695398229936e-08	2.93684241591919e-08	"non-sig"	-1.15058238761352	0.0448614538468556	"robust"	0.78128079611409	0.0910938975454316	"variable"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;Merdibacter merdipullorum;MGS.442"	4.29201843860243e-15	2.71844078753156e-15	"non-sig"	1.75243387530443e-15	1.87829206250437e-15	"non-sig"	-0.03374855472611	0.0179987585897309	"non-sig"	0.301137912629978	0.163516618060344	"non-sig"
"Bacteria;Firmicutes;Bacilli;Haloplasmatales_A;Turicibacteraceae;Turicibacter;Turicibacter sp001543345;MGS.1001"	1.24297684420328e-14	5.8551617136384e-29	"non-sig"	0.223269509412777	0.0401932521487246	"non-sig"	0.297290096743359	0.0385222197391621	"non-sig"	0.0221835702196497	0.0579756251845813	"non-sig"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;CAG-1427;CAG-1427 sp000436075;MGS.493"	9.93327167200659e-16	1.17982636837866e-30	"non-sig"	9.93327167200653e-16	7.15374814222661e-31	"non-sig"	1.88363684572543	0.0230477348470679	"non-sig"	0.310783699582329	0.0654098155899516	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245;MGS.293"	1.85313189336516	0.0689997503809552	"robust"	2.04300422158225	0.096305538521152	"robust"	2.02294929259679	0.0947927387480485	"variable"	0.125265281752399	0.103324661688998	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp900066785;MGS.874"	0.785830569504695	0.106736216537786	"non-sig"	1.55467128547189	0.133481865643045	"non-sig"	-0.376443781985388	0.152471850601017	"non-sig"	1.0263822733708	0.166581151161312	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;Borkfalkiaceae;Scatosoma;Scatosoma sp003150575;MGS.680"	6.81263118010192e-16	5.27957598664448e-31	"non-sig"	1.81474685304208e-06	7.91029813546026e-06	"non-sig"	-1.90300592395685e-15	1.85845510061258e-29	"non-sig"	4.87928951052001e-12	2.19217372752214e-11	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp000437855;MGS.1313"	1.63396089699764e-11	1.51705351779436e-15	"non-sig"	6.10410431148446e-09	2.42997686260761e-15	"non-sig"	8.06905978760404e-14	2.30334550199575e-15	"non-sig"	-2.56652141894784e-15	2.21921066522259e-15	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Limisoma;Limisoma sp000437795;MGS.117"	0.138704062383168	0.00247619917279938	"non-sig"	0.0357360623777759	0.00646812387821387	"non-sig"	0.118022371183927	0.00682301842224499	"non-sig"	-4.41278074090964e-06	7.08727368237767e-06	"non-sig"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_A;Enterococcus_A avium;MGS.401"	-2.16392580348912e-08	3.81533395304584e-08	"non-sig"	-6.47940054611727e-08	8.50960161008683e-08	"non-sig"	-9.69254914901755e-09	1.87385195903289e-08	"non-sig"	-4.72078878401385e-09	8.9857720851554e-09	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194;CAG-194 sp000432915;MGS.366"	0.134049069118701	0.23834614177179	"variable"	0.61087350739734	0.0430323716604447	"robust"	0.130704445792347	0.232431491852433	"variable"	0.00379377795104057	0.0142491363845754	"non-sig"
"Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium;MGS.217"	1.77333664046537	0.0367128309101132	"variable"	NA	NA	"non-sig"	1.23992101185161	0.0176527841247826	"robust"	-0.0463523373992255	0.0238170418841401	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;KLE1615;KLE1615 sp900066985;MGS.57"	1.86901165286046	0.0485321043521921	"robust"	2.52768270276353	0.0511990094584802	"robust"	2.01961987810301	0.0736496070526187	"robust"	0.298468499377433	0.0952647391223088	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp003531055;MGS.151"	3.79421943736525	0.0680112363926981	"robust"	4.32178850133133	0.0725312971878019	"robust"	4.66182002573247	0.071657686126523	"robust"	0.748471529868878	0.0881820924913274	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;QANA01;?;MGS.531"	3.23230721291872e-06	2.42296289961797e-06	"non-sig"	1.41428290039282e-05	4.92075734244751e-06	"non-sig"	-3.61331205939788e-11	7.1311834130977e-11	"non-sig"	1.90013386050056e-06	4.81612602799138e-06	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii;MGS.1542"	0.764589706047546	0.0442845511984261	"variable"	1.05363511764494	0.0443137784092894	"variable"	0.539092408439697	0.0315480435147883	"non-sig"	0.0327784686577524	0.0306472549938046	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;MGS.990"	-1.62965956518374	0.0155296350564447	"robust"	-2.03301543018349	0.033387219081292	"robust"	-1.50860129914715	0.100626574316733	"robust"	-0.179113398643148	0.113773373795472	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;MGS.8"	2.32717183325575	0.0536955977439965	"robust"	3.03558583394209	0.124210168119365	"robust"	2.1125300295665	0.135495822037629	"variable"	1.31548214034087	0.0735471572087323	"robust"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Clostridium_Q;Clostridium_Q sp000435655;MGS.847"	-0.0490706204672325	0.00388767904994867	"non-sig"	-0.0829858744240718	0.0245337154022731	"non-sig"	-0.000747368898086437	0.00120397144440289	"non-sig"	0.0809361162495276	0.142730708065391	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;CAG-274;CAG-274;CAG-274 sp000432155;MGS.1453"	0.791116193649479	0.0407511626962293	"variable"	1.08148518291301	0.0587482756027084	"variable"	0.179730654929063	0.0486199941874259	"non-sig"	0.0768853116383546	0.0483809131991249	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp000437735;MGS.160"	1.61347595747512	0.101475952567147	"variable"	2.10913940972953	0.16807079564635	"variable"	0.300710880474289	0.0961322918341225	"non-sig"	0.591531608654315	0.180404749211084	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003538135;MGS.904"	2.03945553435639	0.0268612273670931	"robust"	2.51231141244161	0.0383011702699068	"robust"	1.65642598165466	0.0592549641503846	"non-sig"	0.939962655130553	0.0552191383112423	"variable"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp002391315;MGS.1445"	2.32374429808126	0.0701030405746885	"robust"	2.87314156805554	0.089556311590544	"robust"	1.44423491589568	0.052478495624554	"variable"	0.860003268540864	0.173141672006718	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;Eubacterium_I ramulus;MGS.973"	1.02888945135356	0.0437072119281525	"variable"	1.03069330476739	0.0705046730138726	"non-sig"	1.0866574689439	0.0521696023097048	"variable"	0.113998321466282	0.101050990032314	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-74;Alectryocaccomicrobium;Alectryocaccomicrobium faecavium;MGS.760"	2.48292804827348e-12	4.4862419204626e-12	"non-sig"	1.99326162015008e-10	2.60466522192266e-10	"non-sig"	-1.15706192903587e-10	6.14612410687507e-10	"non-sig"	3.0662239716763e-09	8.65652503261365e-09	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;Merdicola;Merdicola sp001915925;MGS.1526"	7.80125450259514e-16	5.81173246445421e-31	"non-sig"	7.67695967626809e-16	5.56431020449601e-31	"non-sig"	0.287040900641862	0.0365537343215282	"non-sig"	0.521163054506172	0.0808110819087875	"variable"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes senegalensis;MGS.1458"	3.24188701631392	0.0702715689254376	"robust"	3.42843630086136	0.112518930913531	"robust"	3.87146783224572	0.138307025372387	"robust"	0.282324996340995	0.0420891058572659	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea cylindroides;MGS.694"	1.00673993272611e-14	3.0633260650496e-15	"non-sig"	1.00391259607955e-14	3.5646285640397e-15	"variable"	-0.0463005877824033	0.043127336029655	"non-sig"	0.419979921360955	0.0173545285507188	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp014297375;MGS.661"	6.75590654183242e-16	4.92610290495387e-17	"non-sig"	0.577132375736952	0.301575519976845	"non-sig"	-6.57983121119663e-15	1.9119440852346e-29	"non-sig"	0.593162938019394	0.114629656272078	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS856;UMGS856 sp900546265;MGS.135"	6.55420860808012e-16	1.27388952692816e-30	"non-sig"	0.530643889445893	0.0460163221060251	"variable"	0.854595687781528	0.0533426161399716	"robust"	-0.0361418876452926	0.00581657523752467	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp000433735;MGS.56"	7.74970846256097e-16	6.70067642061236e-17	"non-sig"	9.39497400838248e-16	6.76404240699539e-17	"non-sig"	1.19418481219597	0.0526986352006736	"robust"	0.0718413188861069	0.0179846346930461	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter lactaris;MGS.249"	2.41898212375177	0.0479656148650178	"robust"	2.7532498196779	0.0672137080662771	"robust"	1.76696691349086	0.0551596092189608	"robust"	0.729937310256021	0.0838146085003056	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus_A;MGS.1426"	8.58752751294661e-16	5.58725591093432e-31	"non-sig"	8.58752751294659e-16	5.63286692005897e-31	"non-sig"	1.76172609362236	0.059956597631427	"robust"	0.199828465481314	0.0717605971580703	"non-sig"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum;MGS.1428"	1.00265873574431	0.0549091281417825	"non-sig"	1.13951636076702	0.0832135450826335	"non-sig"	0.458431996993001	0.0683378195225646	"non-sig"	0.0666676179319979	0.099544116485268	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae;MGS.505"	2.49451327214071e-05	5.54296934565708e-06	"non-sig"	-8.73180101746357e-07	2.03193797776586e-06	"non-sig"	3.57103482944399e-05	2.96921832830066e-05	"non-sig"	-0.0675192570241638	0.0450214400735293	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp900550375;MGS.948"	1.68434178735902	0.0544162511010731	"robust"	1.76804495665724	0.0701084012122691	"robust"	2.15146263245629	0.0870216957393216	"robust"	0.0229170543850157	0.0172973436425675	"non-sig"
"Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;Bilophila wadsworthia;MGS.782"	1.50184990937778	0.0650166509009275	"variable"	1.44622039981538	0.0923552062939649	"variable"	2.17007805023186	0.0953100592231761	"robust"	-0.717788376062763	0.141078744429787	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;QAND01;UMGS1975;UMGS1975 sp900546685;MGS.165"	0.499572316157119	0.376702348875276	"non-sig"	0.945141427117279	0.0657774916407982	"non-sig"	1.17841973332946	0.0817201161694329	"non-sig"	0.174133259772584	0.0221245974628906	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Pseudoscilispira;?;MGS.1279"	-1.90900497226435e-10	6.01833310981331e-10	"non-sig"	4.45318708058876e-15	2.30226714255387e-15	"non-sig"	-4.80064510565826e-10	1.02049461045886e-09	"non-sig"	8.27796324371504e-07	3.69898682572504e-06	"non-sig"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;MGS.278"	-9.07299634139751e-08	1.18656557424753e-07	"non-sig"	-1.8941657067665e-08	3.73611596329727e-08	"non-sig"	-4.53861647508416e-15	2.40538136668239e-15	"non-sig"	1.39601845970365e-05	1.909992178914e-06	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;Holdemanella sp003458715;MGS.1390"	0.89149379499908	0.0241058726782561	"variable"	1.20797872570246	0.057870017509559	"robust"	0.670500273682458	0.0505732772608005	"non-sig"	0.0438943359966351	0.0769126166951018	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;Holdemania massiliensis;MGS.800"	-1.88032121291764e-11	8.40762100008526e-11	"non-sig"	-1.48503520098006e-05	1.49423472286164e-05	"non-sig"	4.39108215856822e-15	1.10792538979603e-14	"non-sig"	-0.018881538924803	0.028525707453111	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis;MGS.215"	2.46688859006642	0.06788188873667	"robust"	3.02631894973496	0.124240165636378	"robust"	0.495071976182112	0.128176752279463	"non-sig"	0.772624256136962	0.267940964109708	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900066825;MGS.1371"	-0.0743979731499699	0.0270155210214899	"non-sig"	-0.349738539318775	0.146070115828975	"variable"	-0.00543067779610122	0.0186666513707037	"non-sig"	-0.481124842686809	0.0107403663200331	"robust"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium animalis;MGS.238"	-9.98792747111579e-08	7.28418915557848e-07	"non-sig"	3.12801221700249e-06	4.44367461029973e-06	"non-sig"	-6.47243951196778e-06	2.02178530426958e-06	"non-sig"	0.0167932740762046	0.0424282341563296	"non-sig"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter sp900760095;MGS.152"	4.60834305423181e-11	8.75720095029146e-11	"non-sig"	8.23657504108451e-10	8.89499149435377e-10	"non-sig"	1.92890738742936e-10	5.28595763425899e-10	"non-sig"	-3.55688342967362e-15	4.68226355412714e-15	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum;MGS.852"	2.44977444451853	0.0804002421691826	"robust"	3.03639712790623	0.114883905488066	"robust"	2.55710457183493	0.109095210339041	"robust"	0.965461713842507	0.120971015321456	"variable"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-74;Limiplasma;Limiplasma merdipullorum;MGS.867"	1.38102422970118e-05	1.79795028811068e-05	"non-sig"	0.108124372533034	0.0857173641694069	"non-sig"	-4.22755890756854e-06	5.67862553612102e-06	"non-sig"	0.381712801792908	0.070215406720691	"variable"
"Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter sp900557165;MGS.506"	9.86401701740909e-10	1.66423407190349e-09	"non-sig"	0.0253993743754183	0.0168912057659096	"non-sig"	2.33094723695971e-12	6.39376802342293e-12	"non-sig"	6.2342108151983e-15	1.65924610442972e-15	"non-sig"
"Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;CAG-266;CAG-266 sp000436095;MGS.49"	1.32767319239228e-05	2.7065830974589e-07	"non-sig"	1.98598631231407e-05	3.80726122907789e-06	"non-sig"	-3.77397867485872e-06	6.34995664690847e-07	"non-sig"	6.89952004419347e-12	5.36254242445091e-12	"non-sig"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus amylovorus;MGS.981"	-4.3391071601969e-15	2.84487619881085e-15	"variable"	-0.60202498778533	0.319437970167226	"variable"	-1.79339910458258e-09	5.10402187943459e-09	"non-sig"	-0.187019640102088	0.119137902104461	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA3818;UBA3818 sp900557155;MGS.799"	8.15438292751211e-16	7.90157308569256e-31	"non-sig"	9.25671708649164e-16	1.21823941078505e-30	"non-sig"	-1.9030059239559e-15	3.50601977905932e-29	"non-sig"	-5.2243306237959e-06	5.07419668138407e-06	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238;CAG-238 sp900551415;MGS.934"	-1.02050920986372e-15	2.77890106689512e-29	"non-sig"	1.37125999337679	0.0502484694876852	"non-sig"	-3.67783668137868e-15	9.6995731413634e-16	"non-sig"	-8.96719061849049e-16	2.3657065328963e-15	"non-sig"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma;Enorma massiliensis;MGS.210"	6.93345356146545e-16	1.1066477605833e-15	"non-sig"	8.85490518414068e-16	1.33189950038035e-15	"non-sig"	-6.06083984065377e-11	8.52695047501591e-11	"non-sig"	2.70094896329249e-11	3.07732461537002e-11	"non-sig"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella wadsworthensis_A;MGS.3"	0.437994426236025	0.0396307250871369	"non-sig"	0.300705270883839	0.0443540142578069	"non-sig"	0.296530918706954	0.0412102403717826	"non-sig"	-0.169728127823402	0.0752191388020055	"non-sig"
