SMPLID,DIR,RawInputSize,InputIsPaired,InputIsSingle,FilteredContaRdsPerc,Kraken_human,FilteredContaRds,FilteredNonContaRds,FilteredContaRdsPerc_EBI,FilteredContaRds_EBI,FilteredNonContaRds_EBI,totRds,Rejected1,Rejected2,Accepted1,Accepted2,Singl1,Singl2,AvgSeqLen,MaxSeqLength,AvgSeqQual,accErr,Merged,NotMerged,AvgGenomeSizeEst,TotalGenomesEst,ContigN50,NScaff400,NScaffG1k,NScaffG10k,NScaffG100k,NScaffG1M,ScaffN50,ScaffMaxSize,ScaffSize,CircCtgs,CircCtgG1M,ReadsPaired,AlignedReads,OverallAlignment,UniqueAlgned,MultAlign,DisconcAlign,SingleUniqAlign,SingleMultiAlign,OpticalDuplicates,PCRduplicates,PassedMD,EstLibSize,GeneNumber,AvgGeneLength,AvgComplGeneLength,BpGenes,BpNotGenes,Gcomplete,G5pComplete,G3pComplete,Gincomplete,HQ_bins_SB,MQ_bins_SB,HQ_bins_MB2,MQ_bins_MB2,HQ_bins_MD,MQ_bins_MD,HQ_bins_GF,MQ_bins_GF,SNP_TotalResolvedBp,SNP_fastaEntries,SNP_Num,SNP_Passed,SNP_resolved,INDEL_Num,INDEL_Passed
NHLxxI453,EGAF00001151019/,-1,0,0,0.05;0.03,0.000458887,5938,12934070,9.6385E-05,3104,32201066,31795676,3755786,5246421,12142052,10651417,0,0,100,101,35.6,0,,,,,5119,44732,12830,1189,18,0,5119,219001,78556698,0,0,,,,,,,,,4704,3714435,23696170,48373723,104617,662,851,69301802,9141962,49942,20529,20315,13831,7,4,,,,,,,0,0,0,0,0,0,0
NHLxxI454,EGAF00001151021/,-1,0,0,0.36;0.31,0.00343322,47346,13743207,0.001740615,55642,31911226,31799398,2746422,5484958,13153277,10414741,0,0,101,101,35.4,0,,,,,1317,114494,29163,681,8,0,1317,140699,124243244,0,0,,,,,,,,,7406,2949030,20858840,47303375,194743,560,760,109205288,14743900,53974,52281,52390,36098,5,1,,,,,,,0,0,0,0,0,0,0
NHLxxI455,EGAF00001151023/,-1,0,0,0.06;0.03,0.000502601,6366,12659735,0.000128292,3516,27402814,27291770,1498496,3000495,12147389,10645390,0,0,101,101,35.9,0,,,,,1365,108923,29237,681,2,0,1365,292528,120388907,0,0,,,,,,,,,10003,2130375,18802375,52068096,186988,569,745,106536539,13596993,54642,49032,48788,34526,3,3,,,,,,,0,0,0,0,0,0,0
NHLxxI456,EGAF00001151024/,-1,0,0,0.08;0.03,0.000670957,10571,15744528,9.15953E-05,3336,36417766,36170940,3147595,5623913,14937875,12461557,0,0,101,101,35.6,0,,,,,1728,85990,22483,926,17,0,1728,295593,106358860,0,0,,,,,,,,,8560,3811389,25833903,56191869,157780,594,792,93863558,12230257,54418,38162,37929,27271,8,2,,,,,,,0,0,0,0,0,0,0
NHLxxI457,EGAF00001151025/,-1,0,0,1.96;1.64,0.018821228,254222,13252973,0.01140039,357418,30993966,31082634,2769828,4726300,12771489,10815017,0,0,100,101,35.5,0,,,,,1347,61520,13709,457,10,0,1347,357646,66883508,0,0,,,,,,,,,4073,3993683,20512083,35397177,104924,559,784,58729048,7976417,30016,27650,27273,19985,3,0,,,,,,,0,0,0,0,0,0,0
NHLxxI458,EGAF00001151026/,-1,0,0,0.07;0.04,0.000641757,7746,12062246,0.000190311,5100,26793156,26673996,2185414,3024331,11151584,10312667,0,0,101,101,35.5,0,,,,,1272,91573,21410,640,12,0,1272,176651,98430685,0,0,,,,,,,,,8435,2406595,17610542,41171999,155228,557,763,86558677,11667784,43219,40804,40718,30487,5,1,,,,,,,0,0,0,0,0,0,0
NHLxxI459,EGAF00001151031/,-1,0,0,0.05;0.02,0.00040861,5157,12615677,7.41879E-05,2028,27333962,27235080,1470598,3127125,12146942,10490415,0,0,101,101,36,0,,,,,1437,93022,21307,947,2,0,1437,114768,104707327,0,0,,,,,,,,,13039,2890967,17336391,32950843,161114,576,796,92829607,11642391,49152,40098,39649,32215,2,7,,,,,,,0,0,0,0,0,0,0
NHLxxI460,EGAF00001151032/,-1,0,0,0.14;0.10,0.00127048,18291,14378633,0.000591424,22090,37328424,36575106,4563362,7548703,13724191,10738850,0,0,100,101,35.5,0,,,,,1927,64820,16727,814,13,0,1927,464735,83169263,0,0,,,,,,,,,4040,4984990,25466810,44700174,122415,598,809,73311507,9718420,43831,29085,28959,20540,5,3,,,,,,,0,0,0,0,0,0,0
NHLxxI461,EGAF00001151035/,-1,0,0,0.05;0.01,0.000376534,6500,17256201,4.88783E-05,2156,44107380,43375486,6472126,6891155,15215617,14796588,0,0,100,101,35.2,0,,,,,1491,120772,31862,967,2,0,1491,124573,138430018,0,0,,,,,,,,,3328,5014198,29084365,56307637,213914,571,762,122206108,15925531,65964,55167,55080,37703,6,5,,,,,,,0,0,0,0,0,0,0
NHLxxI462,EGAF00001151036/,-1,0,0,0.13;0.11,0.001264305,11789,9312705,0.000683836,14028,20499652,20458522,1405349,2261958,8823912,7967303,0,0,101,101,35.7,0,,,,,1853,73794,20527,733,12,0,1853,196046,94084843,0,0,,,,,,,,,17915,1498853,14677108,43734579,138790,597,804,82896239,11010636,46833,34391,33972,23594,4,4,,,,,,,0,0,0,0,0,0,0
NHLxxI463,EGAF00001151037/,-1,0,0,0.06;0.03,0.000554669,7628,13744717,0.000110286,3526,31967858,31736852,2808023,5222967,13060403,10645459,0,0,101,101,35.4,0,,,,,2704,57976,16246,976,10,0,2704,304894,83432764,0,0,,,,,,,,,7957,4338642,22582107,38634350,118367,621,823,73598938,9678037,47074,26571,26458,18264,6,3,,,,,,,0,0,0,0,0,0,0
NHLxxI464,EGAF00001151038/,-1,0,0,0.16;0.13,0.001531313,25710,16763805,0.000688011,30404,44160728,43265040,6011699,8485976,15620821,13146544,0,0,100,101,35.4,0,,,,,1571,88795,21280,881,17,0,1571,253445,104634640,0,0,,,,,,,,,4440,5749168,27686534,45825427,160565,577,777,92689804,11726685,52857,39355,39052,29301,6,4,,,,,,,0,0,0,0,0,0,0
NHLxxI465,EGAF00001151039/,-1,0,0,0.05;0.02,0.000460478,5382,11682465,9.02039E-05,2326,25783686,25665150,2129710,2774845,10702865,10057730,0,0,101,101,35.4,0,,,,,1547,67800,15486,646,16,0,1547,308073,79290118,0,0,,,,,,,,,7174,2509110,17161473,37158050,122312,575,792,70423642,8709278,39426,30614,30029,22243,5,3,,,,,,,0,0,0,0,0,0,0
NHLxxI466,EGAF00001151042/,-1,0,0,0.05;0.01,0.000363997,4793,13162882,2.66898E-05,842,31546746,31174264,3206307,5025931,12380825,10561201,0,0,101,101,35.5,0,,,,,1771,77809,22683,682,12,0,1771,245478,97104773,0,0,,,,,,,,,4573,2902654,22453291,56886009,143558,598,784,85914343,11023094,48967,35081,35398,24112,4,2,,,,,,,0,0,0,0,0,0,0
NHLxxI467,EGAF00001151043/,-1,0,0,0.04;0.01,0.0003121,5187,16614490,4.56709E-05,1660,36345350,36227520,2917695,3533417,15196065,14580343,0,0,101,101,35.4,0,,,,,1921,91563,21431,1243,27,0,1921,458391,118219764,0,0,,,,,,,,,14927,4177069,27049619,55045755,171776,612,838,105285961,12738334,60614,40071,39945,31146,6,6,,,,,,,0,0,0,0,0,0,0
NHLxxI468,EGAF00001151045/,-1,0,0,0.07;0.04,0.000584658,6942,11866660,0.00021598,7928,36699140,35936384,8712952,7973676,9255240,9994516,0,0,99.7,101,34.4,0,,,,,1854,71559,19094,717,6,0,1854,179710,89254539,0,0,,,,,,,,,4360,3973976,21739438,41027546,134875,580,785,78236078,10843902,45418,34025,33538,21894,2,6,,,,,,,0,0,0,0,0,0,0
NHLxxI469,EGAF00001151047/,-1,0,0,0.06;0.03,0.000536151,5354,9980634,0.000155566,3402,21865138,21767228,1369537,2752857,9514077,8130757,0,0,101,101,35.7,0,,,,,1435,56013,13772,339,16,0,1435,299636,63100905,0,0,,,,,,,,,7721,2207061,14022873,28232999,98759,566,753,55994692,6952018,30197,25340,25155,18067,4,1,,,,,,,0,0,0,0,0,0,0
NHLxxI470,EGAF00001151048/,-1,0,0,0.13;0.14,0.001334811,16016,11982682,0.000557995,14418,25824544,25737742,1240212,2901305,11628659,9967566,0,0,101,101,36.2,0,,,,,1999,67039,20461,778,22,0,1999,277223,91142419,0,0,,,,,,,,,13744,2732595,19789881,43871879,128984,627,815,80916232,10056231,47129,30029,30120,21706,5,2,,,,,,,0,0,0,0,0,0,0
NHLxxI471,EGAF00001151049/,-1,0,0,0.06;0.02,0.000475069,4321,9091204,0.000112072,2518,22465108,22233748,4122029,2664187,6994845,8452687,0,0,100,101,35,0,,,,,1199,69001,16254,516,1,0,1199,115018,72610478,0,0,,,,,,,,,1765,2150964,15007434,34404977,116440,551,737,64256663,8195182,31469,31047,30945,22979,1,3,,,,,,,0,0,0,0,0,0,0
NHLxxI472,EGAF00001151051/,-1,0,0,0.38;0.41,0.003902275,61001,15571163,0.001534918,62210,40467634,39736402,5083407,7888667,14784794,11979534,0,0,100,101,35.5,0,,,,,1304,97963,22289,676,11,0,1304,236260,105749867,0,0,,,,,,,,,3828,4538043,25650175,50111942,165459,568,779,93985905,11552386,48168,41874,41682,33735,5,2,,,,,,,0,0,0,0,0,0,0
NHLxxI473,EGAF00001151052/,-1,0,0,0.04;0.00,0.000268494,3042,11326804,2.39863E-05,702,29265964,28770322,3870975,5258225,10514186,9126936,0,0,100,101,35.5,0,,,,,2757,29737,8747,454,15,0,2757,285704,44689277,0,0,,,,,,,,,4025,5032608,20351754,28958831,62012,635,833,39378646,5241627,25476,13644,13636,9256,3,1,,,,,,,0,0,0,0,0,0,0
NHLxxI474,EGAF00001151053/,-1,0,0,0.04;0.02,0.000330962,3791,11450689,9.92504E-05,2564,25831094,25724718,3284915,2694614,9577444,10167745,0,0,100,101,34.7,0,,,,,1287,88500,19240,745,4,0,1287,167719,95302400,0,0,,,,,,,,,6713,2269595,16675376,38460413,150705,556,770,83897166,11190533,42466,38957,38626,30656,5,3,,,,,,,0,0,0,0,0,0,0
NHLxxI475,EGAF00001151054/,-1,0,0,0.47;0.42,0.004585028,50332,10927137,0.002270813,61848,27174208,26818846,3378857,4200396,10030566,9209027,0,0,101,101,35.3,0,,,,,1089,96251,22211,359,0,0,1089,69773,92539114,0,0,,,,,,,,,1784,2688935,15326108,29571225,154889,528,683,81883885,10422566,37637,42708,42332,32212,1,3,,,,,,,0,0,0,0,0,0,0
NHLxxI476,EGAF00001151056/,-1,0,0,0.07;0.05,0.000679723,11902,17498163,0.000240798,9990,41477028,41192630,4395253,6140071,16201062,14456244,0,0,100,101,35.4,0,,,,,2081,105503,29292,1606,14,0,2081,192537,142373660,0,0,,,,,,,,,10505,4905460,29709410,57455897,203359,621,825,126318923,15793275,73973,47667,46999,34720,7,8,,,,,,,0,0,0,0,0,0,0
NHLxxI477,EGAF00001151057/,-1,0,0,0.11;0.06,0.000955916,14192,14832306,0.000300629,10954,36425928,36100398,4272025,6759633,13778174,11290566,0,0,100,101,35.1,0,,,,,1075,107864,22880,435,10,0,1075,262931,104321855,0,0,,,,,,,,,3387,3656035,21807798,44992404,175489,522,686,91712210,12301571,45318,47846,47553,34772,2,2,,,,,,,0,0,0,0,0,0,0
NHLxxI478,EGAF00001151060/,-1,0,0,0.06;0.02,0.000497024,13161,26466470,7.28641E-05,4484,61534698,61077512,5301156,10112646,25237600,20426110,0,0,101,101,35.5,0,,,,,2332,92634,25728,1412,27,0,2332,438837,128983984,0,0,,,,,,,,,13045,9791675,43326078,65346401,185539,613,806,113840552,14907028,72468,42517,42204,28350,12,5,,,,,,,0,0,0,0,0,0,0
NHLxxI479,EGAF00001151061/,-1,0,0,0.03;0.00,0.00022547,2100,9311778,2.27138E-05,458,20163488,20098962,1115337,2160640,8934144,7888841,0,0,101,101,35.7,0,,,,,1690,65024,14959,781,8,0,1690,180139,77697402,0,0,,,,,,,,,9667,1687714,12979288,31043109,116422,589,807,68625239,8921116,38114,27732,27499,23077,5,3,,,,,,,0,0,0,0,0,0,0
NHLxxI480,EGAF00001151063/,-1,0,0,0.06;0.02,0.000480934,6874,14286142,0.00014526,4704,32378502,32247428,3675872,3435541,12447842,12688173,0,0,100,101,35.1,0,,,,,1483,102870,28517,636,38,0,1483,373769,121020769,0,0,,,,,,,,,9399,3070182,22809602,52905816,183583,585,786,107544617,13246930,54686,47915,47579,33403,5,1,,,,,,,0,0,0,0,0,0,0
NHLxxI481,EGAF00001151064/,-1,0,0,0.05;0.02,0.000417087,3369,8074090,7.58604E-05,1578,20799790,20614418,3967760,3272149,6339449,7035060,0,0,99.8,101,34.4,0,,,,,1378,54193,12794,403,5,0,1378,234426,59493841,0,0,,,,,,,,,1665,2157749,12437166,24602297,94580,552,750,52296031,7068224,27579,24799,24760,17442,1,3,,,,,,,0,0,0,0,0,0,0
NHLxxI482,EGAF00001151066/,-1,0,0,0.05;0.02,0.000395441,8493,21468797,9.4586E-05,4902,51820966,51401972,9263964,5922700,16437022,19778286,0,0,100,101,34.7,0,,,,,2209,99422,26817,1592,15,0,2209,292816,136886581,0,0,,,,,,,,,6506,6805733,36607642,65010874,196608,614,825,120909837,15749831,73519,46209,45631,31249,8,6,,,,,,,0,0,0,0,0,0,0
NHLxxI483,EGAF00001151067/,-1,0,0,0.06;0.03,0.000546699,7987,14601508,0.000177705,6550,36852328,36563660,5731808,6005334,12550022,12276496,0,0,100,101,34.7,0,,,,,2331,80715,24431,1218,17,0,2331,212011,114310903,0,0,,,,,,,,,4719,4159743,26813282,55279143,161267,626,820,100996480,13104526,61487,37595,37426,24759,5,6,,,,,,,0,0,0,0,0,0,0
NHLxxI484,EGAF00001151068/,-1,0,0,0.26;0.19,0.002477715,33658,13550630,0.001537788,46722,30335872,30248506,2523686,3586030,12600567,11538223,0,0,101,101,35.4,0,,,,,1294,116989,28497,807,14,0,1294,255246,127041941,0,0,,,,,,,,,8290,2876286,19374684,41558949,199088,564,775,112442569,14306515,55344,53195,52878,37671,3,1,,,,,,,0,0,0,0,0,0,0
NHLxxI485,EGAF00001151069/,-1,0,0,0.08;0.04,0.000674731,6638,9831358,0.00013509,3192,23625466,23387140,2881021,3408944,8812549,8284626,0,0,100,101,35.4,0,,,,,1900,49684,13607,621,11,0,1900,207042,64772287,0,0,,,,,,,,,3009,2816850,16056992,29942691,92981,615,809,57234859,7398048,33850,21995,21699,15437,4,2,,,,,,,0,0,0,0,0,0,0
NHLxxI486,EGAF00001151070/,-1,0,0,0.07;0.04,0.000605572,12724,20998827,0.00022932,14384,62710184,61568714,11921869,15542074,18862488,15242283,0,0,100,101,34.6,0,,,,,2926,81519,25492,1578,23,0,2926,274539,125240878,0,0,,,,,,,,,7861,10294135,43107014,63218737,170164,651,845,110852576,14214917,71135,37077,37031,24921,8,8,,,,,,,0,0,0,0,0,0,0
NHLxxI487,EGAF00001151071/,-1,0,0,0.07;0.04,0.00061756,20242,32757158,0.000176777,16516,93411896,91645356,16068358,21864407,29754320,23958271,0,0,100,101,34.8,0,,,,,4390,56505,21952,1542,24,0,4390,514286,109368509,0,0,,,,,,,,,9539,23161503,61225427,63899002,137952,702,863,96866895,12365303,70415,26478,26318,14741,8,7,,,,,,,0,0,0,0,0,0,0
NHLxxI488,EGAF00001151075/,-1,0,0,0.05;0.01,0.00036317,4146,11411997,6.62835E-05,1864,28119772,27885888,5765612,3490966,8177332,10451978,0,0,99.9,101,34.5,0,,,,,1414,81761,22453,565,7,0,1414,267549,92687016,0,0,,,,,,,,,2960,2693173,17987229,39856608,143820,569,747,81932814,10573247,42991,37763,37670,25396,3,2,,,,,,,0,0,0,0,0,0,0
NHLxxI489,EGAF00001151076/,-1,0,0,0.07;0.05,0.000673509,8829,13100135,0.000175664,5402,30746446,30499004,3053792,4592710,12195710,10656792,0,0,101,101,35.2,0,,,,,1628,80511,19362,832,17,0,1628,219096,95883809,0,0,,,,,,,,,5771,2619742,21164534,55505715,144980,584,791,84729067,10973120,47037,35502,35540,26901,5,3,,,,,,,0,0,0,0,0,0,0
NHLxxI490,EGAF00001151078/,-1,0,0,0.06;0.04,0.0005102,5162,10112444,0.00017196,3840,22326952,22261930,1504466,2818102,9626499,8312863,0,0,101,101,35.6,0,,,,,1604,76038,16243,1008,14,0,1604,373669,91884171,0,0,,,,,,,,,16429,1664825,15673235,46037895,139402,585,809,81576428,10125098,45830,33104,32659,27809,8,4,,,,,,,0,0,0,0,0,0,0
NHLxxI491,EGAF00001151080/,-1,0,0,0.06;0.03,0.000556984,6701,12024165,0.000149718,4176,27888254,27723540,2474186,4592017,11387584,9269753,0,0,101,101,35.3,0,,,,,1510,55482,11926,455,21,0,1510,264739,63467658,0,0,,,,,,,,,4311,4397427,17443080,24195026,98365,570,788,56117555,7228031,30142,24415,24378,19430,3,2,,,,,,,0,0,0,0,0,0,0
NHLxxI492,EGAF00001151082/,-1,0,0,0.09;0.05,0.000797738,11218,14051049,0.000203778,6866,33686718,33313574,3376290,6059967,13280497,10596820,0,0,100,101,35.5,0,,,,,1300,88574,22459,398,6,0,1300,283918,93482507,0,0,,,,,,,,,5881,4038633,21351348,39054753,149767,546,724,81875633,11336948,43199,40214,39943,26411,1,3,,,,,,,0,0,0,0,0,0,0
NHLxxI493,EGAF00001151083/,-1,0,0,0.13;0.13,0.0012669,15255,12025951,0.000504417,13194,26143752,26058570,1439656,3156622,11589629,9872663,0,0,101,101,35.9,0,,,,,3136,51365,17228,1040,9,0,3136,247350,82560850,0,0,,,,,,,,,14959,2753502,19864730,44933364,112564,647,828,72857711,9561419,49181,24439,24171,14773,3,3,,,,,,,0,0,0,0,0,0,0
NHLxxI494,EGAF00001151086/,-1,0,0,0.19;0.13,0.001698877,17387,10217022,0.000847957,21258,25048400,24729404,2571109,4698465,9793593,7666237,0,0,100,101,35.5,0,,,,,1338,67508,14830,434,9,0,1338,222581,73057683,0,0,,,,,,,,,2704,2026871,15507210,40620792,115288,557,765,64275185,8577735,33534,29930,29745,22079,4,0,,,,,,,0,0,0,0,0,0,0
NHLxxI495,EGAF00001151087/,-1,0,0,0.27;0.17,0.002472523,30505,12307094,0.001442482,39156,27105724,27014172,1751610,2922543,11755476,10584543,0,0,101,101,35.8,0,,,,,1269,93329,23218,537,13,0,1269,232085,99488554,0,0,,,,,,,,,7144,2379760,17947663,43657335,160045,544,715,87145292,12040059,45383,43326,43188,28148,3,1,,,,,,,0,0,0,0,0,0,0
NHLxxI496,EGAF00001151089/,-1,0,0,0.16;0.11,0.00146301,16912,11542817,0.000667477,16936,25356216,25270478,1574503,3050372,11060736,9584867,0,0,101,101,35.9,0,,,,,1241,91380,21154,527,3,0,1241,140431,94575792,0,0,,,,,,,,,7378,2458143,15460339,31820636,153542,542,731,83264008,11038775,40209,41530,41529,30274,2,2,,,,,,,0,0,0,0,0,0,0
NHLxxI498,EGAF00001151091/,-1,0,0,0.06;0.02,0.000508531,6109,12006936,0.000110207,2928,26565358,26432228,1723108,3396887,11493006,9819227,0,0,101,101,35.8,0,,,,,1478,83461,23140,625,11,0,1478,434217,96527819,0,0,,,,,,,,,7551,2704200,18584502,40576763,148871,570,742,84961741,11349754,46542,38819,38483,25027,4,1,,,,,,,0,0,0,0,0,0,0
NHLxxI499,EGAF00001151092/,-1,0,0,0.05;0.03,0.000486157,7744,15921276,0.000107999,3756,34774438,34656516,1942262,4150112,15385996,13178146,0,0,101,101,35.9,0,,,,,1533,103883,25268,961,18,0,1533,365270,121954929,0,0,,,,,,,,,15198,3828218,24402236,49129371,187509,573,784,107554761,14133350,58762,47588,47464,33695,6,3,,,,,,,0,0,0,0,0,0,0
NHLxxI500,EGAF00001151095/,-1,0,0,0.21;0.29,0.002296014,27395,11904154,0.00099434,25986,26107940,26051032,1771542,2831383,11253974,10194133,0,0,101,101,35.7,0,,,,,2662,56860,15754,928,29,0,2662,257963,84164366,0,0,,,,,,,,,18972,2678199,19575455,44346163,117236,634,839,74435266,9573076,48402,25745,25541,17548,6,4,,,,,,,0,0,0,0,0,0,0
NHLxxI501,EGAF00001151097/,-1,0,0,0.11;0.06,0.000882473,11836,13400467,0.000348166,11808,33903030,33670018,6877696,4831709,9957313,12003300,0,0,99.7,101,34.3,0,,,,,1662,94696,26991,800,0,0,1662,96582,113659116,0,0,,,,,,,,,3275,3484293,22155663,46528977,173298,579,768,100473408,12953138,54724,44876,45092,28606,3,1,,,,,,,0,0,0,0,0,0,0
NHLxxI502,EGAF00001151099/,-1,0,0,0.08;0.04,0.000662382,12150,18330726,0.000212406,10756,50628062,49669578,8067282,10927123,16767507,13907666,0,0,100,101,35,0,,,,,1720,108387,26887,1156,8,0,1720,304552,130652621,0,0,,,,,,,,,6570,6599386,31322903,51424417,197926,583,800,115500026,14922835,64368,49083,48774,35701,6,5,,,,,,,0,0,0,0,0,0,0
NHLxxI503,EGAF00001151100/,-1,0,0,0.09;0.05,0.000750872,9965,13261280,0.000233548,7466,31960334,31727696,3650819,5256621,12213029,10607227,0,0,100,101,35.2,0,,,,,1420,73736,18057,619,5,0,1420,244836,83344076,0,0,,,,,,,,,3909,4317847,21798865,36870163,129155,569,778,73564609,9601003,38680,33363,33235,23877,4,1,,,,,,,0,0,0,0,0,0,0
NHLxxI504,EGAF00001151101/,-1,0,0,0.03;0.01,0.000228468,2825,12362124,6.2592E-05,2216,35401674,34643114,6439695,7578646,10881862,9742911,0,0,100,101,34.8,0,,,,,2180,53224,16201,788,1,0,2180,101686,72427109,0,0,,,,,,,,,3281,4554516,24094065,43060927,105257,607,807,63949870,8396782,38464,25299,25391,16103,1,4,,,,,,,0,0,0,0,0,0,0
NHLxxI505,EGAF00001151102/,-1,0,0,0.02;0.00,0.000152515,1978,12967201,4.28277E-05,1804,42120452,41204680,9349622,11763970,11252718,8838370,0,0,99.6,101,34,0,,,,,1925,40090,9934,411,18,0,1925,478635,50534341,0,0,,,,,,,,,2874,7540108,25509556,32165628,74895,605,847,45346362,5134723,24776,17894,17961,14264,3,2,,,,,,,0,0,0,0,0,0,0
NHLxxI506,EGAF00001151103/,-1,0,0,0.05;0.01,0.000389154,6582,16907027,3.68264E-05,1504,40838768,40537330,4281155,7497628,15987510,12771037,0,0,101,101,35.3,0,,,,,2757,72111,19994,1235,23,0,2757,966091,105895258,0,0,,,,,,,,,6727,5784436,28212042,45885187,147600,632,832,93286530,12417070,60345,32402,32311,22542,11,4,,,,,,,0,0,0,0,0,0,0
NHLxxI507,EGAF00001151104/,-1,0,0,0.05;0.01,0.000356668,6791,19033305,4.80178E-05,2160,44981194,44487616,3869526,7837329,18374282,14406479,0,0,101,101,35.7,0,,,,,2546,91702,26396,1431,53,0,2546,457092,135441308,0,0,,,,,,,,,8461,5312726,33728328,69671277,187066,641,846,119984405,15227299,73889,42302,41884,28991,7,7,,,,,,,0,0,0,0,0,0,0
NHLxxI508,EGAF00001151105/,-1,0,0,0.10;0.05,0.00079233,7165,9035783,0.000252709,5648,22344130,21901606,2411847,4471856,8538956,6478947,0,0,101,101,35.3,0,,,,,1819,32898,8828,284,9,0,1819,466460,40899584,0,0,,,,,,,,,1955,2273245,14382388,31829472,61872,578,765,35820624,4981163,21864,15319,15310,9379,3,2,,,,,,,0,0,0,0,0,0,0
NHLxxI510,EGAF00001151107/,-1,0,0,0.16;0.11,0.001506835,17733,11750646,0.000714938,18838,26330292,26237148,2794438,2756664,10324136,10361910,0,0,101,101,35.3,0,,,,,1151,86562,20101,390,3,0,1151,148781,87139742,0,0,,,,,,,,,6185,2731821,17862204,37564633,144591,524,694,75878301,10979315,37916,40136,40143,26396,2,1,,,,,,,0,0,0,0,0,0,0
NHLxxI511,EGAF00001151108/,-1,0,0,0.06;0.02,0.000460649,4971,10786320,7.97401E-05,2024,25380424,25239968,3127208,3533422,9492776,9086562,0,0,100,101,35,0,,,,,1676,68902,17551,844,3,0,1676,136427,83439356,0,0,,,,,,,,,4016,2602904,17616609,38014129,126511,580,783,73474247,9811523,42230,31291,31253,21737,1,4,,,,,,,0,0,0,0,0,0,0
NHLxxI512,EGAF00001151109/,-1,0,0,0.08;0.05,0.000745038,12147,16291728,0.000213617,7956,37236332,36996946,2909529,5749612,15588944,12748861,0,0,101,101,35.6,0,,,,,1514,102366,27078,968,2,0,1514,145922,118959930,0,0,,,,,,,,,8134,3604086,25263027,57538288,181359,580,778,105289416,13413187,56532,45828,45670,33329,3,3,,,,,,,0,0,0,0,0,0,0
NHLxxI513,EGAF00001151110/,-1,0,0,0.06;0.03,0.000484245,7425,15325711,0.000131095,4830,36838774,36586056,4165228,5565555,14127800,12727473,0,0,100,101,35.4,0,,,,,2117,102971,31573,1208,21,0,2117,345960,140594224,0,0,,,,,,,,,12604,3578289,26167580,59688122,201731,614,810,124061389,16256740,72414,48954,48690,31673,4,5,,,,,,,0,0,0,0,0,0,0
NHLxxI514,EGAF00001151111/,-1,0,0,0.31;0.31,0.003134489,53243,16932940,0.00143383,63830,44453302,43621740,6276838,7754491,15534032,14056379,0,0,100,101,35.4,0,,,,,3330,56864,16829,1150,11,0,3330,247828,89159066,0,0,,,,,,,,,4722,6028930,32237462,57573217,118555,668,858,79234220,9787283,53255,23656,23652,17992,5,4,,,,,,,0,0,0,0,0,0,0
NHLxxI515,EGAF00001151112/,-1,0,0,0.03;0.01,0.000204783,2472,12068858,0.000195156,6636,33996926,33327842,5839742,7328242,10824179,9335679,0,0,100,101,34.8,0,,,,,2281,56826,18582,818,2,0,2281,128865,80299720,0,0,,,,,,,,,4023,4447388,24128368,43892726,113851,621,816,70794278,9385722,42617,27333,27209,16692,4,2,,,,,,,0,0,0,0,0,0,0
NHLxxI516,EGAF00001151113/,-1,0,0,0.05;0.01,0.000423173,5987,14141902,5.39286E-05,1884,34933214,34326762,3688616,5858691,13474765,11304690,0,0,101,101,35.6,0,,,,,1978,65203,18869,685,16,0,1978,277331,85789275,0,0,,,,,,,,,3616,4354923,24651165,46191129,122335,623,830,76275071,9362107,43714,29373,29061,20187,3,2,,,,,,,0,0,0,0,0,0,0
NHLxxI517,EGAF00001151114/,-1,0,0,0.16;0.10,0.001246622,10501,8413061,0.000722507,15252,21094580,20963516,6256897,2498988,4224861,7982770,0,0,98.7,101,33.6,0,,,,,1089,57680,11437,288,7,0,1089,174218,56353514,0,0,,,,,,,,,2012,1704783,10056209,21761510,96246,518,711,49897965,6296751,24690,26156,26180,19220,2,1,,,,,,,0,0,0,0,0,0,0
NHLxxI518,EGAF00001151116/,-1,0,0,0.05;0.01,0.000370464,4803,12960007,3.27498E-05,1032,31510596,31210204,4072706,4764701,11532396,10840401,0,0,100,101,35.2,0,,,,,1496,87187,19875,789,24,0,1496,309256,100281458,0,0,,,,,,,,,5741,3316372,20446335,41566161,155711,567,784,88386385,11689316,48088,39361,39443,28819,7,1,,,,,,,0,0,0,0,0,0,0
NHLxxI520,EGAF00001151118/,-1,0,0,0.08;0.05,0.000761443,11841,15538889,0.000226575,8382,36985994,36603326,3598257,5810583,14703406,12491080,0,0,101,101,35.5,0,,,,,1347,99937,24470,646,1,0,1347,108994,107792288,0,0,,,,,,,,,5215,3292010,24210216,59113261,169617,559,754,94891386,12630496,48735,44413,44125,32344,3,2,,,,,,,0,0,0,0,0,0,0
NHLxxI521,EGAF00001151119/,-1,0,0,0.05;0.01,0.000400755,5827,14534212,8.08593E-05,2626,32473522,32324316,2668226,3668716,13493932,12493442,0,0,101,101,35.6,0,,,,,1812,88041,21813,963,21,0,1812,303034,109878897,0,0,,,,,,,,,10544,3055739,22781879,52976217,164293,589,799,96894827,12731342,56322,39549,39463,28959,8,1,,,,,,,0,0,0,0,0,0,0
